,num_docks_available,station_id,is_installed,num_bikes_available,is_returning,num_bikes_disabled,last_reported,num_ebikes_available,legacy_id,num_docks_disabled,is_renting,eightd_has_available_keys,last_update,num_scooters_available,num_scooters_unavailable
22,17,e9575102-1081-4c30-8d15-ea95913579e2,1,3,1,0,1691544045,0,4931,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
23,7,754ac5df-f2b5-4636-8c58-ed84ea262bde,1,10,1,2,1691544045,2,4603,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
24,0,ec42fb3a-af54-46aa-a8b3-b17d72ed4475,1,17,1,1,1691544046,3,3586,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
25,36,66dbe96d-0aca-11e7-82f6-3863bb44ef7c,1,9,1,6,1691544044,2,388,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
26,9,66dd26f9-0aca-11e7-82f6-3863bb44ef7c,1,23,1,0,1691544053,0,3127,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
27,12,645e4365-653f-48ce-bc15-5fcc287be56f,1,46,1,11,1691544053,6,4699,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
28,5,549b5bc4-b949-4eeb-8ffb-2215e1e49892,1,26,1,0,1691544053,1,4281,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
29,61,0b009276-767c-47ee-a4d2-7633d4f95d95,1,0,1,6,1691544053,0,3731,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
30,5,b4b5824b-3c23-44b7-92a3-cec6a54583a0,1,15,1,1,1691544049,1,4169,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
31,13,bcb08532-f0d5-4c0e-ad8a-4ddacc204791,1,2,1,2,1691544049,1,3833,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
32,3,5145ad1c-241f-4448-a742-739bd5c518c2,1,16,1,0,1691544049,1,4825,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
33,16,66ddec3e-0aca-11e7-82f6-3863bb44ef7c,1,6,1,2,1691544050,5,3310,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
34,21,69f84045-48f9-4c6c-90d3-0503e5ed39e9,1,0,1,2,1691544054,0,3574,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
35,54,09dfc0e3-a448-477c-bb3c-9467dc51ef8d,1,14,1,5,1691544054,0,3709,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
36,39,40043e8a-6ef6-428d-b585-a7c23cdb06d4,1,1,1,4,1691544054,1,4735,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
37,8,cb9840a3-4ae2-420d-865c-9ac45e2f5485,1,7,1,1,1691544052,2,4019,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
38,1,93da4d1b-d574-45b0-85d7-5b82e2887267,1,18,1,2,1691544050,1,4398,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
39,2,66de6346-0aca-11e7-82f6-3863bb44ef7c,1,32,1,1,1691544050,1,3421,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
40,5,53ef19c6-eaa7-47f7-807e-f51b574b1be0,1,13,1,1,1691544048,3,4461,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
41,9,b79c8433-9dd1-4d68-9156-7f2c2162bafe,1,19,1,0,1691544048,1,4306,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
42,17,b4974d89-932c-4a9f-a264-2ea0cf70613e,1,2,1,1,1691544055,2,4487,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
43,12,19b61564-7629-41b4-80c8-1756135a5442,1,6,1,1,1691544055,2,4031,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
44,1,a2ef8ed2-6031-4049-b7dc-9838ef39889b,1,17,1,0,1691544051,2,4202,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
45,5,26b3a82b-3487-44c2-85f1-eddb5a8a3a9d,1,14,1,4,1691544051,0,4801,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
46,17,66de19ab-0aca-11e7-82f6-3863bb44ef7c,1,4,1,8,1691544057,2,3354,2,1,False,2023-08-09 01:15:04.317376,0.0,0.0
47,3,66de2199-0aca-11e7-82f6-3863bb44ef7c,1,25,1,1,1691544058,5,3368,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
48,62,66dc81ce-0aca-11e7-82f6-3863bb44ef7c,1,3,1,5,1691544056,2,522,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
49,14,66dbe15d-0aca-11e7-82f6-3863bb44ef7c,1,9,1,2,1691544056,0,372,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
50,6,0de1f95f-8b1b-4e5e-9eff-73c63265b0ab,1,22,1,1,1691544056,3,4329,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
51,21,54df610f-0e47-4958-98ca-37bb1b1c4dca,1,1,1,2,1691544056,0,4013,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
52,4,dad39e68-53f5-47c2-87e2-b1cc0e34f90f,1,13,1,3,1691544056,4,3926,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
53,12,55a4dc76-d839-4e06-9bf4-2f343391343c,1,5,1,2,1691544060,1,3888,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
54,0,66de63cd-0aca-11e7-82f6-3863bb44ef7c,1,21,1,0,1691544060,2,3422,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
55,11,1f8f6714-42a7-45d5-86cd-a093c940b2c9,1,1,1,13,1691544060,1,4635,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
56,5,66dd4a52-0aca-11e7-82f6-3863bb44ef7c,1,16,1,10,1691544059,1,3159,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
57,0,c4e9905f-457b-4be0-a878-2aa53fa0b09b,1,22,1,1,1691544059,2,3779,1,1,False,2023-08-09 01:15:04.317376,0.0,0.0
58,10,038b7369-9c6e-4eb2-8569-f7461443302f,1,8,1,2,1691544059,1,4912,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
59,8,0687075b-cf2d-4130-a859-fe841aafbd3f,1,17,1,2,1691544058,0,3554,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
60,4,f5393bc2-36d4-4508-bf51-fa48d121f751,1,21,1,1,1691544058,1,4821,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
61,8,5645b05e-85be-460d-8506-cacd20bff233,1,21,1,0,1691544059,0,4416,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
62,7,66de1ea2-0aca-11e7-82f6-3863bb44ef7c,1,15,1,1,1691544066,3,3361,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
63,17,12279d2b-29f6-4e02-a7f0-244970f7edd5,1,8,1,0,1691544065,1,3561,1,1,False,2023-08-09 01:15:04.317376,0.0,0.0
64,26,74723006-b32f-4590-8cc7-f15eec3808fe,1,3,1,0,1691544062,3,3836,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
65,9,7779e057-b33e-46a7-8a1e-8c28bcd9a558,1,12,1,0,1691544062,0,4905,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
66,6,a45a712c-1e3d-4fee-bef8-adafafd80670,1,14,1,0,1691544064,0,4807,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
67,3,f3140fb8-347b-4dca-96df-eeef2d1bfc50,1,13,1,5,1691544061,2,4332,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
68,26,8aad788d-c7eb-4fca-a426-c39f47741a6f,1,1,1,0,1691544069,1,5071,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
69,7,180b83a0-329c-4069-87be-df862cb1baed,1,15,1,1,1691544069,0,4378,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
70,0,1bb1af93-b433-4da7-8054-009c85f7755a,1,19,1,0,1691544069,0,4092,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
71,12,dd482585-3028-453f-a98d-55019db9b26c,1,29,1,2,1691544069,0,3478,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
72,2,e152a2e1-c510-404e-a100-24246bb6cc95,1,17,1,0,1691544069,2,4311,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
73,27,ad57266c-34da-43da-8b48-2ba856002fbf,1,2,1,1,1691544066,1,3890,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
74,14,66ddb66e-0aca-11e7-82f6-3863bb44ef7c,1,9,1,5,1691544067,1,3243,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
75,20,9af90faf-0b9b-451b-9cb0-20ff421ca1d9,1,6,1,0,1691544070,2,4153,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
76,0,66de0d91-0aca-11e7-82f6-3863bb44ef7c,1,25,1,2,1691544067,6,3335,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
77,17,24509e46-a0de-47e8-ba40-9441da68952a,1,1,1,0,1691544068,1,4440,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
78,12,66de12ff-0aca-11e7-82f6-3863bb44ef7c,1,5,1,5,1691544068,3,3343,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
79,12,f9ed9a6b-097e-48b9-a9d1-79d084dcd2d9,1,0,1,6,1691544068,0,4493,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
80,14,0138452a-b9f4-4aee-80b0-7fae9a122ffe,1,25,1,2,1691544070,5,4279,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
81,4,d470e82e-d109-4e2e-b66a-f5e944cbfe97,1,16,1,1,1691544073,1,4940,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
82,0,59df3823-0369-4a10-8132-05df34a170af,1,45,1,1,1691544074,0,4593,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
83,2,66dbef15-0aca-11e7-82f6-3863bb44ef7c,1,31,1,2,1691544077,3,398,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
84,26,b9720921-8170-43ea-a5ae-b61b9161eb49,1,6,1,4,1691544075,2,4645,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
85,15,66dbe571-0aca-11e7-82f6-3863bb44ef7c,1,41,1,2,1691544083,0,380,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
86,10,563389a0-d90f-4155-9c50-528459df26aa,1,13,1,3,1691544083,4,4831,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
87,1,66db9e99-0aca-11e7-82f6-3863bb44ef7c,1,18,1,0,1691544083,2,341,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
88,15,66dbcbbc-0aca-11e7-82f6-3863bb44ef7c,1,54,1,4,1691544079,7,363,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
89,4,d11b9869-8964-4b79-aafc-4b60ad1b44c4,1,16,1,3,1691544079,3,3776,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
90,19,d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,1,1,1,0,1691544080,0,4929,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
91,21,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,1,3,1,1,1691544079,2,4917,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
92,2,1835618878584115330,1,23,1,0,1691544079,1,1835618878584115330,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
93,5,faf98f78-51ab-4248-b7e7-f402902385a6,1,12,1,1,1691544079,3,4828,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
94,12,66de2274-0aca-11e7-82f6-3863bb44ef7c,1,9,1,3,1691544080,3,3370,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
95,12,493e046c-5d62-4772-90c4-b6a9f4afcd39,1,5,1,2,1691544081,4,3820,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
96,13,8caf71df-76c3-43fb-be98-d555d2291460,1,3,1,10,1691544081,1,3558,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
97,5,59b747c1-fbfb-4a3d-9394-8d06834d7c98,1,16,1,0,1691544086,1,4459,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
98,8,63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,1,11,1,1,1691544084,3,3819,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
99,12,068b919c-f649-4091-8e12-ccf37191cad5,1,4,1,1,1691544084,0,4213,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
100,0,0fa27bd7-b182-4e7a-b5bb-90f4249cb368,1,22,1,1,1691544084,1,3577,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
101,6,66dd515d-0aca-11e7-82f6-3863bb44ef7c,1,18,1,3,1691544084,15,3172,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
102,0,66de677e-0aca-11e7-82f6-3863bb44ef7c,1,23,1,3,1691544084,2,3424,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
103,2,66de0a78-0aca-11e7-82f6-3863bb44ef7c,1,16,1,0,1691544087,0,3330,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
104,85,66dc0dab-0aca-11e7-82f6-3863bb44ef7c,1,23,1,7,1691544086,8,422,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
105,22,26217b73-7bb5-46e6-8094-1db05becd617,1,2,1,3,1691544086,2,4047,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
106,8,1096fc76-794e-4343-8eb0-0dd6c9a48266,1,10,1,1,1691544086,2,4569,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
107,2,e625e677-d175-4902-9764-d92716d86fd5,1,43,1,1,1691544087,3,3786,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
108,24,bc9c9006-3d40-400d-8b5c-17f56e6dfcee,1,2,1,1,1691544096,2,4052,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
109,18,eb07bdfc-3a6f-40eb-96d2-0b92ac371619,1,0,1,3,1691544096,0,5031,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
110,3,66dd1f44-0aca-11e7-82f6-3863bb44ef7c,1,21,1,1,1691544096,4,3113,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
111,16,4f814d78-5d8d-458b-877e-2ca449b865be,1,4,1,2,1691544093,3,4014,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
112,12,66de71af-0aca-11e7-82f6-3863bb44ef7c,1,19,1,7,1691544094,1,3429,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
113,14,66de205d-0aca-11e7-82f6-3863bb44ef7c,1,5,1,6,1691544094,1,3365,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
114,30,6fd61eee-d0ef-4580-9704-bd06b82bcb61,1,0,1,2,1691544094,0,3814,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
115,12,b713367c-3572-4225-b74a-9319ab537838,1,7,1,0,1691544091,0,4631,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
116,12,901ad0c4-383e-490a-8b54-0656ce2358d6,1,4,1,2,1691544092,2,4267,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
117,15,c71cca54-17f6-42bc-ba94-3f5bd9c70197,1,30,1,1,1691544095,0,4590,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
118,50,66dd3e14-0aca-11e7-82f6-3863bb44ef7c,1,0,1,1,1691544095,0,3132,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
119,3,4e747443-d481-4aea-a6d1-cf20204af4ba,1,17,1,0,1691544090,0,4175,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
120,17,d040a7b3-85b5-4c0d-9c92-3f4ad0082143,1,6,1,5,1691544090,2,4308,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
121,54,053312f2-e77e-4674-b28b-ad357fbcb4ee,1,6,1,3,1691544091,2,4651,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
122,39,66dc7773-0aca-11e7-82f6-3863bb44ef7c,1,3,1,2,1691544091,1,503,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
123,1,18415ea7-efce-408d-bcb9-4693fb088dda,1,32,1,1,1691544093,15,4884,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
124,18,0bd9bd58-42e6-4680-9d19-83943372221f,1,3,1,1,1691544089,0,4395,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
125,26,a3d72b5b-9587-4f33-9722-c01e20a9b358,1,3,1,0,1691544089,1,3842,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
126,9,32cc1603-a4b5-4099-b7bf-681de451b04a,1,34,1,4,1691544097,2,4737,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
127,12,bf880f45-422c-4e0b-b3b0-2b1f5ba94da4,1,4,1,3,1691544097,0,4156,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
128,12,66dd539f-0aca-11e7-82f6-3863bb44ef7c,0,34,0,17,1691544097,20,3177,0,0,False,2023-08-09 01:15:04.317376,0.0,0.0
129,8,e92414a8-e72f-4a69-a5a1-7f50f4c881e5,1,11,1,0,1691544097,0,5008,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
130,45,cb05443c-e68e-48f7-8d17-35353fa19d4d,1,0,1,11,1691544101,0,4682,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
131,67,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,1,5,1,7,1691544101,0,537,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
132,8,f34ea09d-32f9-492c-9124-99059bc0b5dd,1,13,1,0,1691544101,0,4296,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
133,28,66db447a-0aca-11e7-82f6-3863bb44ef7c,1,20,1,1,1691544103,0,260,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
134,6,eb217a2c-1dd0-4690-a34e-ecc1a708f883,1,11,1,3,1691544104,4,4424,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
135,7,66dbcd6c-0aca-11e7-82f6-3863bb44ef7c,1,24,1,2,1691544104,10,366,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
136,2,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,1,13,1,2,1691544104,1,3060,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
137,12,47da6ab2-c841-4f2d-97ef-dd8d441c96b1,1,5,1,3,1691544098,2,4626,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
138,22,44fa161f-eb62-459b-b53e-da83788cfa2a,1,2,1,4,1691544098,2,3944,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
139,18,0f98907a-d4cc-45e0-b174-7d9dfda74106,1,12,1,2,1691544098,0,4303,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
140,17,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,1,33,1,0,1691544102,6,3100,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
141,5,66dba303-0aca-11e7-82f6-3863bb44ef7c,1,16,1,2,1691544103,0,343,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
142,18,66dce8db-0aca-11e7-82f6-3863bb44ef7c,1,17,1,6,1691544103,3,3074,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
143,29,d80c274e-d17d-4a00-9b76-274c9fe4d0e1,1,4,1,1,1691544100,1,3543,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
144,11,2a66ed0a-5e6d-4893-a1d1-876bb2bac4be,1,11,1,4,1691544101,1,4200,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
145,1,22ab59a8-0af4-4101-9350-a7af88e37c2e,1,15,1,3,1691544104,1,3936,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
146,3,cc5f0e68-dd5f-4db1-81c7-04a4d6674fba,1,9,1,7,1691544105,2,4131,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
147,12,e9b3a725-6963-4151-8f7f-9beeb51fa20f,1,4,1,0,1691544099,1,3874,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
148,8,6d766daf-9298-4059-a329-1818582d495f,1,11,1,0,1691544099,2,4758,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
149,4,66dbc37a-0aca-11e7-82f6-3863bb44ef7c,1,53,1,2,1691544099,1,349,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
150,1,b371c432-b682-412f-9b85-8df84ce7a9f3,1,16,1,3,1691544100,1,3946,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
151,6,1786698974100683436,1,46,1,1,1691544100,3,1786698974100683436,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
152,3,4c03fa2d-89da-4f0b-8f19-c7de5edbe256,1,20,1,2,1691544111,0,4006,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
153,1,66de1516-0aca-11e7-82f6-3863bb44ef7c,1,30,1,1,1691544111,1,3348,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
154,6,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,1,17,1,0,1691544105,0,3757,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
155,8,44c23eaa-7ddf-40b3-8373-6f3880c5e1b1,1,10,1,1,1691544105,0,4160,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
156,58,0fde06c2-632c-46a9-8866-f4e855604f74,1,0,1,9,1691544105,0,4641,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
157,17,0ddb965d-95ef-4ce3-bde6-81a56ac1fbd2,1,11,1,2,1691544105,7,3959,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
158,22,66dde103-0aca-11e7-82f6-3863bb44ef7c,1,15,1,1,1691544106,2,3284,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
159,4,4d24ab76-2f4a-4004-9fc5-09c00c1d9aa4,1,25,1,1,1691544106,0,4380,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
160,12,c7604869-5b55-40cf-812e-fc97901bdf14,1,27,1,4,1691544107,3,4742,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
161,6,83a5d761-57d0-4cd6-aa2b-7eb350120d99,1,14,1,1,1691544107,4,4252,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
162,13,19d17911-1e4a-41fa-b62b-719aa0a6182e,1,25,1,2,1691544108,4,4715,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
163,15,bfe5e69d-89ff-48b3-bf20-80cbdfa443e0,1,35,1,4,1691544108,8,4425,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
164,22,06439006-11b6-44f0-8545-c9d39035f32a,1,18,1,7,1691544108,0,4648,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
165,3,ca7ec509-cefc-4ac6-b729-08999d191051,1,19,1,1,1691544111,3,4292,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
166,12,292ad4f3-9fb0-44ec-9e61-613c711f73c1,1,9,1,0,1691544112,6,3546,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
167,2,81bec993-29a5-4e70-8f60-eecdf16c7be4,1,26,1,2,1691544112,3,4684,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
168,5,66de1fe7-0aca-11e7-82f6-3863bb44ef7c,1,19,1,3,1691544112,4,3364,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
169,16,517409d3-a94a-4140-a6de-ff0de9221ed2,1,1,1,4,1691544112,0,3983,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
170,4,77e31650-e86a-4b06-b2de-b92df2a7a7f5,1,23,1,3,1691544112,6,4304,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
171,3,cbf76774-1276-4cf8-9442-f00571f1451c,1,29,1,1,1691544112,0,4225,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
172,0,66dbf288-0aca-11e7-82f6-3863bb44ef7c,1,12,1,2,1691544106,7,406,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
173,5,f3782e27-c49a-4ee9-b188-0c13cad54688,1,15,1,1,1691544107,2,4751,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
174,16,1d32e684-602b-46b6-8c96-ab47b57a03f3,1,9,1,0,1691544110,0,3549,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
175,0,9635affa-8b18-42d5-84c4-7f67ad5ef9d0,1,19,1,0,1691544110,9,3922,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
176,20,576abdc1-986e-48b0-bde2-051a13d3ff59,1,1,1,0,1691544109,0,4772,0,1,False,2023-08-09 01:15:04.317376,0.0,0.0
